Event Number	Event Type	Onset
1	cue	0.0164829231
2	trial	0.5332062211
3	return	1.4834966761
4	trial	2.2002060501
5	return	2.9169040000
6	trial	3.5609534350
7	return	4.3170290401
8	trial	4.9505797541
9	return	5.9006942810
10	trial	6.6340564421
11	return	7.8095313470
12	trial	8.5258909711
13	return	9.2423851230
14	trial	9.9587906310
15	return	11.0918583440
16	trial	11.8080756631
17	return	12.5350444301
18	trial	13.2519340221
19	return	14.1573281040
20	trial	14.8738042790
21	return	15.5902046850
22	trial	16.2233400430
23	return	17.0231223610
24	trial	17.6562519850
25	return	18.3859857740
26	trial	19.1057468221
27	return	20.0220506181
28	trial	20.7385164710
29	return	21.5382750580
30	trial	22.2547000680
31	return	22.9709976910
32	trial	23.6875250970
33	return	24.4372619371
34	rest	25.1536425881
35	cue	37.1722062851
36	trial	37.6888745570
37	return	38.6890253710
38	trial	39.4558201410
39	return	40.1819536980
40	trial	40.9894138811
41	return	41.7729489180
42	trial	42.6811172001
43	return	43.5141070230
44	trial	44.3639079541
45	return	45.0969745161
46	trial	45.8133923090
47	return	46.6297633940
48	trial	47.3461146740
49	return	48.3458083731
50	trial	49.0122858221
51	return	50.6784451361
52	trial	51.4282129910
53	return	52.1445377290
54	trial	52.9609642740
55	return	53.8273283060
56	trial	54.5603802340
57	return	55.2768546321
58	trial	55.9099793241
59	return	56.6596855570
60	trial	57.3762585780
61	return	58.1593074780
62	trial	58.9256733450
63	return	59.6922587210
64	trial	60.4091520590
65	return	61.4426460350
66	trial	62.0760445300
67	return	62.9261347810
68	trial	63.6428610750
69	return	64.3597606240
70	trial	65.0764578041
71	return	65.9765615490
72	trial	66.6933505021
73	return	67.4600986270
74	trial	68.1768066491
75	return	69.0437861690
76	trial	69.7604063321
77	return	70.4884462530
78	trial	71.1216145561
79	return	72.0275470210
80	trial	72.7109998871
81	return	73.5610752291
82	trial	74.6279152210
83	return	75.4614056160
84	trial	76.1864973260
85	return	76.9028715860
86	trial	77.6194140881
87	return	78.4358252761
88	trial	79.2022173130
89	return	80.1184397340
90	trial	80.8348336840
91	return	81.8513720591
92	trial	82.7344230100
93	return	83.4508206231
94	trial	84.1336654481
95	return	84.8503018600
96	trial	85.5167491020
97	return	86.3164564180
98	trial	87.0328566991
99	return	87.7492933470
100	trial	88.4824081270
101	return	89.1989819281
102	trial	89.9152869140
103	return	90.6316574340
104	trial	91.3480791911
105	return	92.1644793490
106	trial	92.8809543900
107	return	93.5974676111
108	trial	94.9643491131
109	return	95.7811294991
110	trial	96.4979723870
111	return	97.2647317470
112	trial	98.0482362390
113	return	98.7650264341
114	trial	99.4818117231
115	return	100.2651763801
116	trial	100.8986770781
117	return	101.6820100431
118	trial	102.3988862820
119	return	103.1156459471
120	trial	103.8491311230
121	return	104.5602791121
122	trial	105.3159174480
123	return	106.0327064571
124	trial	106.6661232400
125	return	107.4829547630
126	trial	108.2091017030
127	return	108.9255170210
128	trial	109.6419513060
129	return	110.3583721550
130	trial	111.0747223560
131	return	111.8002893791
132	rest	112.8907756620
133	cue	124.9201629400
134	trial	125.4533267331
135	return	126.1862953551
136	trial	126.8188927841
137	return	127.5855428471
138	trial	128.3022673801
139	return	129.0190722861
140	trial	129.7363269951
141	return	131.0199427861
142	trial	131.7367225090
143	return	132.5534082120
144	trial	133.2702509140
145	return	133.9871159090
146	trial	134.7205257771
147	return	135.4372754251
148	trial	136.1541810740
149	return	136.8875526050
150	trial	137.9876149180
151	return	138.7044530740
152	trial	139.4212799880
153	return	140.5213915911
154	trial	141.2382104631
155	return	142.1048771230
156	trial	142.8306932740
157	return	143.5473061700
158	trial	144.2636925241
159	return	145.2627878591
160	trial	145.9790874480
161	return	146.7051043881
162	trial	147.4218326050
163	return	148.1391489790
164	trial	148.8621026081
165	return	150.0782345650
166	rest	150.7941756630
167	cue	162.8249104531
168	trial	163.3414873331
169	return	164.2916266320
170	trial	165.0584547591
171	return	165.7752319580
172	trial	166.4753222220
173	return	167.3087730281
174	trial	168.0256063170
175	return	168.7423155981
176	trial	169.5925023390
177	return	170.4593123291
178	trial	171.1761124580
179	return	171.8929115070
180	trial	172.6596090130
181	return	173.4264145420
182	trial	174.1432177820
183	return	174.9599880560
184	trial	175.6863448700
185	return	176.4027933100
186	trial	177.1193382380
187	return	177.9024001930
188	trial	178.6687141591
189	return	179.5184147020
190	trial	180.2441533630
191	return	180.9609008051
192	trial	181.6776525560
193	return	182.4840548170
194	trial	183.1504561080
195	return	183.8668701240
196	trial	184.5115209520
197	return	185.3998003621
198	trial	186.1162876170
199	return	186.8326933210
200	trial	187.5492244971
201	return	188.2653903951
202	trial	188.9120789630
203	return	189.6317734311
204	trial	190.3314384910
205	return	191.0811528100
206	trial	191.7976923471
207	return	192.5139724350
208	trial	193.2304936930
209	return	194.0135626510
210	trial	194.6800670141
211	return	195.3966189651
212	trial	196.0632771620
213	return	196.7799880711
214	trial	197.4968286371
215	return	198.3136186161
216	trial	199.1303419940
217	return	199.9471649721
218	trial	200.6639309500
219	return	201.3973993610
220	trial	202.1141385530
221	return	203.0810333140
222	trial	203.7976653210
223	return	204.5144747141
224	trial	205.3481155110
225	return	206.0647256970
226	trial	206.7925625030
227	return	207.5149122011
228	trial	208.2484956591
229	return	209.6320096750
230	trial	210.3580624340
231	return	211.1489268721
232	trial	211.8656521870
233	return	212.7658766120
234	trial	213.4903703460
235	return	214.6399861390
236	trial	215.3662049090
237	return	216.0830246450
238	trial	216.7996694341
239	return	217.7723107110
240	trial	218.5053583110
241	return	219.2216934951
242	trial	220.0214645021
243	return	220.7379721310
244	trial	221.3837807720
245	return	222.1875218741
246	trial	222.9038684140
247	return	223.6868725860
248	trial	224.4700182460
249	return	225.2864420600
250	trial	226.0361324591
251	return	226.8025946360
252	trial	227.5188724210
253	return	228.2354422731
254	trial	228.9520056171
255	return	229.7350248870
256	trial	230.4519279820
257	return	231.2519510110
258	trial	231.9520499711
259	return	232.6688134701
260	trial	233.3023254040
261	return	234.7191403600
262	trial	235.4359144841
263	return	236.3193434410
264	rest	237.0361493020
265	cue	249.0546047500
266	trial	249.5713994540
267	return	250.7111261870
268	trial	251.6607610290
269	return	252.3773524810
270	trial	253.0220147370
271	return	253.7434758680
272	trial	254.4599262170
273	return	255.7587643510
274	trial	256.4753577771
275	return	257.2250561280
276	trial	257.9415566510
277	return	258.8911996280
278	trial	259.6082194430
279	return	260.8571696280
280	trial	261.5902879641
281	return	262.5731494630
282	trial	263.2897875290
283	return	264.0064665910
284	trial	264.7238177090
285	return	265.4406309361
286	trial	266.1072710840
287	return	266.8241088190
288	trial	267.5407378260
289	return	268.6077074680
290	trial	269.3245235051
291	return	270.0913395800
292	trial	270.7413370480
293	return	271.4581974141
294	trial	272.1748570401
295	return	273.0416813011
296	trial	273.7584861960
297	return	274.5252279490
298	rest	275.3753640770
299	cue	287.3939286231
300	trial	287.9273139341
301	return	288.7150056351
302	trial	289.3480888230
303	return	290.0640065870
